File,Total Duration
dinitzv2_reserve.csv,18.266193899999998
dinitzv4_CS.csv,306.1297750000001
dinitz_compare.csv,17.68699
dinitzv6_parallel.csv,33.8492871
dinitzv1_generic.csv,18.7764416
dinitzv3_LS.csv,18.5720538
dinitzv5_DGLU.csv,17.568314599999997
