Run,Graph,Duration
1,printed_graph100,0.018669
2,printed_graph10,0.018333
3,printed_graph11,0.021345
4,printed_graph12,0.020713
5,printed_graph13,0.012883
6,printed_graph14,0.008125
7,printed_graph15,0.010922
8,printed_graph16,0.009946
9,printed_graph17,0.026759
10,printed_graph18,0.018116
11,printed_graph19,0.029911
12,printed_graph1,0.021971
13,printed_graph20,0.021054
14,printed_graph21,0.032844
15,printed_graph22,0.013819
16,printed_graph23,0.028115
17,printed_graph24,0.026068
18,printed_graph25,0.011307
19,printed_graph26,0.007580
20,printed_graph27,0.020933
21,printed_graph28,0.008547
22,printed_graph29,0.025310
23,printed_graph2,0.019742
24,printed_graph30,0.033369
25,printed_graph31,0.007746
26,printed_graph32,0.010232
27,printed_graph33,0.017323
28,printed_graph34,0.023658
29,printed_graph35,0.015525
30,printed_graph36,0.017654
31,printed_graph37,0.017524
32,printed_graph38,0.023802
33,printed_graph39,0.017245
34,printed_graph3,0.013584
35,printed_graph40,0.016037
36,printed_graph41,0.019859
37,printed_graph42,0.016537
38,printed_graph43,0.016637
39,printed_graph44,0.009483
40,printed_graph45,0.020657
41,printed_graph46,0.022752
42,printed_graph47,0.031753
43,printed_graph48,0.016062
44,printed_graph49,0.017118
45,printed_graph4,0.018901
46,printed_graph50,0.018816
47,printed_graph51,0.014085
48,printed_graph52,0.022520
49,printed_graph53,0.023061
50,printed_graph54,0.019942
51,printed_graph55,0.023469
52,printed_graph56,0.021475
53,printed_graph57,0.016338
54,printed_graph59,0.017016
55,printed_graph5,0.027194
56,printed_graph60,0.020800
57,printed_graph61,0.016079
58,printed_graph62,0.019732
59,printed_graph63,0.030537
60,printed_graph64,0.018230
61,printed_graph65,0.023191
62,printed_graph66,0.027154
63,printed_graph67,0.026719
64,printed_graph68,0.014409
65,printed_graph69,0.024031
66,printed_graph6,0.026098
67,printed_graph70,0.018509
68,printed_graph71,0.014162
69,printed_graph72,0.024422
70,printed_graph73,0.034698
71,printed_graph74,0.023159
72,printed_graph75,0.018129
73,printed_graph76,0.016130
74,printed_graph77,0.020923
75,printed_graph78,0.016684
76,printed_graph79,0.016995
77,printed_graph7,0.020535
78,printed_graph8,0.001345
