Run,Graph,Duration
1,adhead.n6c100,622.954
2,adhead.n6c10,558.476
3,bone.n6c100,259.963
4,bone.n6c10,212.599
5,cells.sd2,52.7521
6,cells.sd3,267.461
7,foam.subset.r120.h210,38.0315
8,foam.subset.r60.h210,6.5935
