Run,Graph,Duration
1,adhead.n6c100,262.692
2,adhead.n6c10,237.398
3,bone.n6c100,102.985
4,bone.n6c10,92.2582
5,cells.sd2,32.0732
6,cells.sd3,173.086
7,foam.subset.r120.h210,33.9082
8,foam.subset.r60.h210,5.81279
