Run,Graph,Duration
1,adhead.n6c100,257.511537
2,adhead.n6c10,234.479759
3,bone.n6c100,98.498258
4,bone.n6c10,87.283307
5,cells.sd2,24.899686
6,cells.sd3,139.487415
7,foam.subset.r120.h210,34.836893
8,foam.subset.r60.h210,6.217149
