Run,Graph,Duration
1,adhead.n6c100,265.765
2,adhead.n6c10,240.92
3,bone.n6c100,107.784
4,bone.n6c10,95.5338
5,cells.sd2,33.3978
6,cells.sd3,173.46
7,foam.subset.r120.h210,34.7111
8,foam.subset.r60.h210,5.90424
